service_id,date,exception_type
508405,20261224,1
508405,20261225,1
508405,20261226,1
508382,20270406,1
508382,20270101,1
508382,20270216,1
508382,20270311,1
508382,20270501,1
508382,20270624,1
508382,20270706,1
508382,20270815,1
508382,20261101,1
508382,20261102,1
508382,20261224,1
508382,20261225,1
508382,20261226,1
508007,20270406,2
508007,20270101,2
508007,20270216,2
508007,20270311,2
508007,20270501,2
508007,20270624,2
508007,20270706,2
508007,20270815,2
508007,20261101,2
508007,20261102,2
508007,20261224,2
508007,20261225,2
508007,20261226,2
508008,20270406,1
508008,20270101,1
508008,20270216,1
508008,20270311,1
508008,20270501,1
508008,20270624,1
508008,20270706,1
508008,20270815,1
508008,20261101,1
508008,20261102,1
508008,20261224,1
508008,20261225,1
508008,20261226,1
508406,20270406,2
508406,20270101,2
508406,20270216,2
508406,20270311,2
508406,20270501,2
508406,20270624,2
508406,20270706,2
508406,20270815,2
508406,20261101,2
508406,20261102,2
508406,20261224,2
508406,20261225,2
508406,20261226,2
508407,20270406,1
508407,20270101,1
508407,20270216,1
508407,20270311,1
508407,20270501,1
508407,20270624,1
508407,20270706,1
508407,20270815,1
508407,20261101,1
508407,20261102,1
508407,20261224,1
508407,20261225,1
508407,20261226,1
508408,20270406,2
508408,20270101,2
508408,20270216,2
508408,20270311,2
508408,20270501,2
508408,20270624,2
508408,20270706,2
508408,20270815,2
508408,20261101,2
508408,20261102,2
508408,20261224,2
508408,20261225,2
508408,20261226,2
