service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,info
507451,0,0,0,0,0,1,1,20260901,20270901,""
507824,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507825,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507882,1,1,1,1,1,0,0,20260901,20270901,""
507883,0,0,0,0,0,1,1,20260901,20270901,""
507826,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507827,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507516,1,1,1,1,1,0,0,20260901,20270901,""
507517,0,0,0,0,0,1,1,20260901,20270901,""
507828,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507829,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507830,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507831,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507832,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507833,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507876,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507877,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507834,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507835,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507452,1,1,1,1,1,0,0,20260901,20270901,""
507453,0,0,0,0,0,1,1,20260901,20270901,""
507836,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507837,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507838,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507839,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507454,1,1,1,1,1,0,0,20260901,20270901,""
507455,0,0,0,0,0,1,1,20260901,20270901,""
507841,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507840,1,1,1,1,1,0,0,20260901,20270901,"2 var."
508540,1,1,1,1,1,0,0,20260907,20270901,""
508541,0,0,0,0,0,1,1,20260907,20270901,""
507842,1,1,1,1,1,0,0,20260901,20270901,""
507843,0,0,0,0,0,1,1,20260901,20270901,""
507844,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507845,0,0,0,0,0,1,1,20260901,20270901,"1 var."
508422,1,1,1,1,1,0,0,20260907,20270901,""
507879,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507846,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507847,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507456,1,1,1,1,1,0,0,20260901,20270901,""
507457,0,0,0,0,0,1,1,20260901,20270901,""
508896,1,1,1,1,1,0,0,20260908,20270901,""
507518,1,1,1,1,1,0,0,20260901,20260907,""
507519,0,0,0,0,0,1,1,20260901,20270901,""
507848,1,1,1,1,1,0,0,20260901,20270901,""
507849,0,0,0,0,0,1,1,20260901,20270901,""
507520,1,1,1,1,1,0,0,20260901,20270901,""
507521,0,0,0,0,0,1,1,20260901,20270901,""
507458,1,1,1,1,1,0,0,20260901,20270901,""
507459,0,0,0,0,0,1,1,20260901,20270901,""
507850,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507851,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507460,1,1,1,1,1,0,0,20260901,20270901,""
507461,0,0,0,0,0,1,1,20260901,20270901,""
507853,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507852,1,1,1,1,1,0,0,20260901,20270901,"3 var."
507872,1,1,1,1,1,0,0,20260901,20270901,"3 var."
507522,1,1,1,1,1,0,0,20260901,20270901,""
507523,0,0,0,0,0,1,1,20260901,20270901,""
507462,1,1,1,1,1,0,0,20260901,20270901,""
507463,0,0,0,0,0,1,1,20260901,20270901,""
507464,1,1,1,1,1,0,0,20260901,20270901,""
507465,0,0,0,0,0,1,1,20260901,20270901,""
507854,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507855,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507466,1,1,1,1,1,0,0,20260901,20270901,""
507857,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507856,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507859,0,0,0,0,0,1,1,20260901,20270901,"1var."
507858,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507524,1,1,1,1,1,0,0,20260901,20270901,""
507525,0,0,0,0,0,1,1,20260901,20270901,""
507861,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507860,1,1,1,1,1,0,0,20260901,20270901,"2 var."
508542,1,1,1,1,1,0,0,20260907,20270901,""
508543,0,0,0,0,0,1,0,20260907,20270901,""
508544,0,0,0,0,0,0,1,20260907,20270901,""
507862,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507863,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507529,1,1,1,1,1,0,0,20260901,20270901,""
507530,0,0,0,0,0,1,1,20260901,20270901,""
507864,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507865,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507866,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507867,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507868,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507869,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507870,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507871,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507467,1,1,1,1,1,0,0,20260901,20270901,""
507468,0,0,0,0,0,1,1,20260901,20270901,""
507873,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507469,1,1,1,1,1,0,0,20260901,20270901,""
507470,0,0,0,0,0,1,1,20260901,20270901,""
507874,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507875,0,0,0,0,0,1,1,20260901,20270901,"1 var."
508003,1,1,1,1,1,0,0,20260901,20270901,""
508004,0,0,0,0,0,1,1,20260901,20270901,""
507416,1,1,1,1,1,0,0,20260901,20270901,""
507417,0,0,0,0,0,1,1,20260901,20270901,""
508669,0,0,0,0,0,1,1,20260906,20270901,""
507418,1,1,1,1,1,0,0,20260901,20270901,""
507420,1,1,1,1,1,0,0,20260901,20270901,""
507421,0,0,0,0,0,1,1,20260901,20270901,""
507422,1,1,1,1,1,0,0,20260901,20270901,""
507423,0,0,0,0,0,1,1,20260901,20270901,""
507424,1,1,1,1,1,0,0,20260901,20270901,""
507425,0,0,0,0,0,1,1,20260901,20270901,""
507426,1,1,1,1,1,0,0,20260901,20270901,""
507427,0,0,0,0,0,1,1,20260901,20270901,""
507428,1,1,1,1,1,0,0,20260901,20270901,""
507429,0,0,0,0,0,1,1,20260901,20270901,""
507430,1,1,1,1,1,0,0,20260901,20270901,""
507431,0,0,0,0,0,1,1,20260901,20270901,""
507531,1,1,1,1,1,0,0,20260901,20270901,""
507532,0,0,0,0,0,1,1,20260901,20270901,""
508410,1,1,1,1,1,0,0,20260907,20270901,""
508411,0,0,0,0,0,1,1,20260907,20270901,""
508399,0,0,0,0,0,1,1,20260904,20270901,""
507535,1,1,1,1,1,0,0,20260901,20270901,""
508546,1,1,1,1,1,0,0,20260907,20270901,""
507538,0,0,0,0,0,1,1,20260901,20270901,""
508548,1,1,1,1,1,0,0,20260907,20270901,""
508547,1,1,1,1,1,0,0,20260907,20270901,""
508380,0,0,0,0,0,1,1,20260904,20270901,""
508539,1,1,1,1,1,0,0,20260907,20270901,""
508381,0,0,0,0,0,1,1,20260904,20270901,""
508400,1,1,1,1,1,0,0,20260904,20270901,""
508401,0,0,0,0,0,1,1,20260904,20270901,""
507545,1,1,1,1,1,0,0,20260901,20270901,""
507546,0,0,0,0,0,1,1,20260901,20270901,""
508402,1,1,1,1,1,0,0,20260904,20270901,""
508403,0,0,0,0,0,1,1,20260904,20270901,""
507549,1,1,1,1,1,0,0,20260901,20270901,""
507550,1,1,1,1,1,0,0,20260901,20270901,""
507551,0,0,0,0,0,1,1,20260901,20270901,""
508404,1,1,1,1,1,0,0,20260904,20270901,""
508405,0,0,0,0,0,1,1,20260904,20270901,""
508382,0,0,0,0,0,1,1,20260904,20270901,""
508007,1,1,1,1,1,0,0,20260901,20270901,""
508008,0,0,0,0,0,1,1,20260901,20270901,""
508406,1,1,1,1,1,0,0,20260904,20270901,""
508407,0,0,0,0,0,1,1,20260904,20270901,""
508408,1,1,1,1,1,0,0,20260904,20270901,""
