service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,info
508260,0,0,0,0,0,0,1,20260906,20260906,""
508419,0,0,0,0,1,0,0,20260904,20260904,""
508420,0,0,0,0,1,0,0,20260904,20260904,""
507853,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507852,1,1,1,1,1,0,0,20260901,20270901,"3 var."
507872,1,1,1,1,1,0,0,20260901,20270901,"3 var."
507522,1,1,1,1,1,0,0,20260901,20270901,""
507523,0,0,0,0,0,1,1,20260901,20270901,""
508264,0,0,0,0,0,0,1,20260906,20260906,""
507462,1,1,1,1,1,0,0,20260901,20270901,""
507463,0,0,0,0,0,1,1,20260901,20270901,""
507464,1,1,1,1,1,0,0,20260901,20270901,""
507465,0,0,0,0,0,1,1,20260901,20270901,""
507854,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507855,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507466,1,1,1,1,1,0,0,20260901,20270901,""
507857,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507856,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507859,0,0,0,0,0,1,1,20260901,20270901,"1var."
507858,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507524,1,1,1,1,1,0,0,20260901,20270901,""
507525,0,0,0,0,0,1,1,20260901,20270901,""
507861,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507860,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507526,1,1,1,1,1,0,0,20260901,20270901,""
507527,0,0,0,0,0,1,0,20260901,20270901,""
507528,0,0,0,0,0,0,1,20260901,20270901,""
507862,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507863,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507529,1,1,1,1,1,0,0,20260901,20270901,""
507530,0,0,0,0,0,1,1,20260901,20270901,""
507864,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507865,0,0,0,0,0,1,1,20260901,20270901,"2 var."
508261,0,0,0,0,0,0,1,20260906,20260906,""
507866,1,1,1,1,1,0,0,20260901,20270901,"2 var."
507867,0,0,0,0,0,1,1,20260901,20270901,"2 var."
508262,0,0,0,0,0,0,1,20260906,20260906,""
507868,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507869,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507870,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507871,0,0,0,0,0,1,1,20260901,20270901,"1 var."
507467,1,1,1,1,1,0,0,20260901,20270901,""
507468,0,0,0,0,0,1,1,20260901,20270901,""
507873,0,0,0,0,0,1,1,20260901,20270901,"2 var."
507469,1,1,1,1,1,0,0,20260901,20270901,""
507470,0,0,0,0,0,1,1,20260901,20270901,""
507874,1,1,1,1,1,0,0,20260901,20270901,"1 var."
507875,0,0,0,0,0,1,1,20260901,20270901,"1 var."
508003,1,1,1,1,1,0,0,20260901,20270901,""
508004,0,0,0,0,0,1,1,20260901,20270901,""
507416,1,1,1,1,1,0,0,20260901,20270901,""
507417,0,0,0,0,0,1,1,20260901,20270901,""
507418,1,1,1,1,1,0,0,20260901,20270901,""
507419,0,0,0,0,0,1,1,20260901,20270901,""
507420,1,1,1,1,1,0,0,20260901,20270901,""
507421,0,0,0,0,0,1,1,20260901,20270901,""
507422,1,1,1,1,1,0,0,20260901,20270901,""
507423,0,0,0,0,0,1,1,20260901,20270901,""
507424,1,1,1,1,1,0,0,20260901,20270901,""
507425,0,0,0,0,0,1,1,20260901,20270901,""
507426,1,1,1,1,1,0,0,20260901,20270901,""
507427,0,0,0,0,0,1,1,20260901,20270901,""
507428,1,1,1,1,1,0,0,20260901,20270901,""
507429,0,0,0,0,0,1,1,20260901,20270901,""
507430,1,1,1,1,1,0,0,20260901,20270901,""
507431,0,0,0,0,0,1,1,20260901,20270901,""
508265,1,1,1,1,1,0,0,20260902,20270901,""
508268,1,1,1,1,1,0,0,20260902,20270901,""
507531,1,1,1,1,1,0,0,20260901,20270901,""
507532,0,0,0,0,0,1,1,20260901,20270901,""
508410,1,1,1,1,1,0,0,20260907,20270901,""
508411,0,0,0,0,0,1,1,20260907,20270901,""
508414,0,0,0,0,0,1,1,20260905,20260906,""
507533,1,1,1,1,1,0,0,20260901,20260906,""
507534,0,0,0,0,0,1,1,20260901,20260904,""
508415,0,0,0,0,0,1,1,20260905,20260906,""
508399,0,0,0,0,0,1,1,20260904,20270901,""
507536,0,0,0,0,0,1,1,20260901,20260903,""
507535,1,1,1,1,1,0,0,20260901,20270901,""
507537,1,1,1,1,1,0,0,20260901,20270901,""
507538,0,0,0,0,0,1,1,20260901,20270901,""
507554,1,1,1,1,1,0,0,20260901,20270901,""
508379,1,1,1,1,1,0,0,20260904,20270901,""
508380,0,0,0,0,0,1,1,20260904,20270901,""
508120,1,1,1,1,1,0,0,20260901,20260903,""
508121,0,0,0,0,0,1,1,20260901,20260903,""
508267,1,1,1,1,1,0,0,20260903,20270901,""
508381,0,0,0,0,0,1,1,20260904,20270901,""
508006,0,0,0,0,0,1,1,20260901,20260903,""
508412,0,0,0,0,0,1,1,20260905,20260906,"2 var."
508400,1,1,1,1,1,0,0,20260904,20270901,""
508401,0,0,0,0,0,1,1,20260904,20270901,""
507543,1,1,1,1,1,0,0,20260901,20260903,""
507544,0,0,0,0,0,1,1,20260901,20260903,""
507545,1,1,1,1,1,0,0,20260901,20270901,""
507546,0,0,0,0,0,1,1,20260901,20270901,""
508122,1,1,1,1,1,0,0,20260901,20260903,""
508123,0,0,0,0,0,1,1,20260901,20260903,""
508402,1,1,1,1,1,0,0,20260904,20270901,""
508403,0,0,0,0,0,1,1,20260904,20270901,""
507549,1,1,1,1,1,0,0,20260901,20270901,""
507550,1,1,1,1,1,0,0,20260901,20270901,""
507551,0,0,0,0,0,1,1,20260901,20270901,""
508416,0,0,0,0,0,1,1,20260905,20260906,""
507552,1,1,1,1,1,0,0,20260901,20260903,""
507553,0,0,0,0,0,1,1,20260901,20260903,""
508404,1,1,1,1,1,0,0,20260904,20270901,""
508405,0,0,0,0,0,1,1,20260904,20270901,""
508413,0,0,0,0,0,1,1,20260905,20260906,""
508382,0,0,0,0,0,1,1,20260904,20270901,""
507555,0,0,0,0,0,1,1,20260901,20260903,""
508007,1,1,1,1,1,0,0,20260901,20270901,""
508008,0,0,0,0,0,1,1,20260901,20270901,""
507558,1,1,1,1,1,0,0,20260901,20260903,""
507559,0,0,0,0,0,1,1,20260901,20260903,""
508406,1,1,1,1,1,0,0,20260904,20270901,""
508407,0,0,0,0,0,1,1,20260904,20270901,""
508408,1,1,1,1,1,0,0,20260904,20270901,""
508124,1,1,1,1,1,0,0,20260901,20260903,""
